Material	EAN	DescricaoCompleta	SubGrupo	quantidade	custoMedio
400003967	7,8953E+12	ACICLOVIR G.NQM 200MG 30CP	NOVA Q. GEN	0	0
400004151	7,8953E+12	PARACETAMOL+COD G.NQM 500/30MG 36CP(A2)	NOVA Q. GEN	0	16.49
400004086	7,8953E+12	FUNOK 100MG 4CA ITRACONAZOL MUL	MULTILAB SIM	0	5.06
400004192	7,8953E+12	TOPIRAMATO G.NQM 25MG 60CP(C1)	NOVA Q. GEN	0	6.8
400004191	7,8953E+12	TOPIRAMATO G.NQM 100MG 60CP(C1)	NOVA Q. GEN	0	28.89
400004125	7,8953E+12	NARATANO 2,5MG 4CP NARATRIPTANA NQM.	MULTILAB SIM	0	0
400003516	7,8953E+12	MEFLAGIN 250MG 20CP METRONIDAZOL MUL.(*)	MULTILAB SIM	0	2.98
400003517	7,8953E+12	MEFLAGIN 400MG 20CP METRONIDAZOL MUL.(*)	MULTILAB SIM	0	4.8
400004168	7,8953E+12	RISPERIDONA G.NQM SOL 30ML(C1)	NOVA Q. GEN	0	18.01
400004135	7,8953E+12	OLANZAPINA G.NQM 10MG 30CP(C1)	NOVA Q. GEN	0	30.3
400004033	7,8953E+12	DESLORATADINA G.NQM XPE 100ML	NOVA Q. GEN	0	0
400003971	7,8953E+12	ALERADINA 0,5MG XPE 100ML+SER DESL NQM.	MULTILAB INVERNO	0	6.62
400003504	7,8953E+12	DONEPEZILA G.NQM 10MG 30CP(C1)	NOVA Q. GEN	0	17.06
400004078	7,8953E+12	FEXOFENADINA G.NQM 120MG 10CP	NOVA Q. GEN	0	0
400004079	7,8953E+12	FEXOFENADINA G.NQM 180MG 10CP	NOVA Q. GEN	0	0
400004127	7,8953E+12	NARATRIPTANA G.NQM 2,5MG 20CP	NOVA Q. GEN	0	0
400008238	7,8953E+12	DEXAMETASONA G. MUL CR 10 G	NOVA Q. GEN	0	2.09
400007657	7,8953E+12	SINVASTATINA 20MG 30CP REV G. NQM	NOVA Q. GEN	0	1.98
400007658	7,8953E+12	SINVASTATINA 40MG 30CP REV G. NQM	NOVA Q. GEN	0	3.34
400008270	7,8953E+12	AMOXICILINA G. MUL 500 MG 15 CA (*)	NOVA Q. GEN	0	0
400006172	7,896E+12	ADOC PO LINEA SUCR PCK 50ENV L 3 P2 EIC.	LINEA	0	0
400000811	7,896E+12	CETOCONAZOL G.EMS 200MG 10CP	EMS GEN	0	6.63
400000812	7,896E+12	CETOCONAZOL G.EMS 200MG 30CP	EMS GEN	0	0
400000886	7,896E+12	DILTIAZEM 60MG 25CP G. EMS	EMS GEN	0	10.7
400000722	7,896E+12	AMOX-EMS 500MG 21CP AMOXICILINA EMS.(*)	EMS SIM	0	7.8
400000928	7,896E+12	ENALAPRIL G.EMS 10MG 30CP	EMS GEN	0	2.06
400000790	7,896E+12	CARBOCISTEINA 20MG/ML 100ML XPE INF G. E	EMS GEN	0	6.2
400001105	7,896E+12	PENTOXIFILINA G.EMS 400MG 20CP	EMS GEN	0	0
400000834	7,896E+12	CLARITROMICINA G.EMS 500MG 14CP(*)	EMS GEN	0	35.25
400000829	7,896E+12	CIPROFLOXACINO G.EMS 500MG 14CP(*)	EMS GEN	0	0
400000837	7,896E+12	CLOMIPRAMINA G.EMS 25MG 20CP(C1)	EMS GEN	0	0
400000879	7,896E+12	DICLOFENACO POTASSICO G.EMS 50MG 20CP	EMS GEN	0	3.23
400001082	7,896E+12	OMEPRAZOL G.EMS 20MG 28 CA	EMS GEN	0	3.15
400001827	7,896E+12	AMOXICILINA G.GER 500MG 15CA(*)	GERMED GEN	0	0
400000969	7,896E+12	FRIXOPEL GEL 25G SAL METILA+ASSOC EMS.	EMS SIM	0	0
400000976	7,896E+12	GLICERIN AD 06 SP SUP DE GLICERINA EMS.	EMS SIM	0	0
400000977	7,896E+12	GLICERIN INF LAC 06 SP GLICERINA EMS.	EMS SIM	0	0
400001031	7,896E+12	LORATADINA G.EMS 1MG/ML XPE 100ML	EMS GEN	0	8.86
400000756	7,896E+12	AZITROMICINA G.EMS 500MG 02CP(*)	EMS GEN	0	0
400000740	7,896E+12	ANLODIPINO G.EMS 10MG 30CP	EMS GEN	0	0
400000880	7,896E+12	DICLOFENACO RESINATO G.EMS GTS 15MG 20ML	EMS GEN	0	2.63
400001039	7,896E+12	MELOXICAM G.EMS 7,5MG 10CP	EMS GEN	0	0
400000697	7,896E+12	AC.ACETILSALICIL G.EMS 500MG 20X10CP	EMS GEN	0	0
400001101	7,896E+12	PARACETAMOL G.EMS 750MG 50X4CP	EMS GEN	0	0
400006178	7,896E+12	POLICLAVUMOXIL500MG12CP AMOX+CLA MUL(*)	MULTILAB SIM	0	0
400001071	7,896E+12	NIMESULIDA G.EMS 100MG 12CP	EMS GEN	0	1.18
400001146	7,896E+12	SECNAXIDOL 1G 02CP SECNIDAZOL EMS.	EMS SIM	0	0
400001119	7,896E+12	PREDMICIN POM15G PREDNISOL+ASSOC EMS.(*)	EMS SIM	0	0
400006180	7,896E+12	NEOCORTIN COLIRIO 5ML DEXA+NEO LEG.(*)	LEGRAND SIM	0	0
400000788	7,896E+12	CARBAMAZEPINA G.EMS 200MG 20CP(C1)	EMS GEN	0	0
400006181	7,896E+12	CLORATADD5MG/ML XPE100ML LORAT. EMS.	EMS SIM	0	0
400000843	7,896E+12	CLORATADD 10MG 12CP LORATADINA EMS.	EMS SIM	0	0
400000787	7,896E+12	CAPTOPRIL G.EMS 50MG 30CP	EMS GEN	0	0
400002691	7,896E+12	CELOCORT CR30G CETOCONAZOL+ASSOC LEG.(*)	LEGRAND SIM	0	0
400000764	7,896E+12	BETAMETASONA G.EMS 0,1MG/ML ELX FR 120ML	EMS GEN	0	0
400001850	7,896E+12	CAPTOPRIL G.GER 25MG 30CP	GERMED GEN	0	0
400001197	7,896E+12	TIOTRAX 35G 7 APL TIOCONAZOL+TINID EMS.	EMS SIM	0	0
400001030	7,896E+12	LORATADINA+PSEUDO G.EMS XPE 60ML	EMS GEN	0	0
400000810	7,896E+12	CETOCONAZOL+DIP.BETA G.EMS POM 30 G	EMS GEN	0	4.67
400001196	7,896E+12	TIOCONAZOL+TIN G.EMS CR VAG 35G 7APL	EMS GEN	0	0
400000888	7,896E+12	DIMETILIV GTS 15ML SIMETICONA EMS.	EMS SIM	0	0
400001148	7,896E+12	SECNIDAZOL G.EMS 900MG 30ML	EMS GEN	0	0
400001147	7,896E+12	SECNIDAZOL G.EMS 450MG 15ML	EMS GEN	0	0
400006187	7,896E+12	FLUITEINAGRAN 200MG/5G 16ENV EMS.	EMS SIM	0	0
400000889	7,896E+12	DIMETILIV MAX 125MG 10CA GEL DIMET EMS.	EMS SIM	0	0
400000735	7,896E+12	AMOXICILINA G.EMS 500MG SUS 150ML(*)	EMS GEN	0	24.58
400006189	7,896E+12	ESPASMO DIMETILIV GTS 20ML DIMET+AS EMS.	EMS SIM	0	0
400000946	7,896E+12	EXPECTUSS XPE 100ML AMBROXOL EMS.	EMS SIM	0	9.27
400000746	7,896E+12	ATENOLOL G.EMS 100MG 30CP	EMS GEN	0	0
400000750	7,896E+12	ATENOLOL G.EMS 50MG 60CP	EMS GEN	0	6.09
400001091	7,896E+12	PANTOPRAZOL G.EMS 40MG 14CP	EMS GEN	0	0
400002765	7,896E+12	FLATOL 40MG 20CP DIMETICONA LEG.	LEGRAND SIM	0	0
400000717	7,896E+12	AMBROXOL G.EMS 3MG/ML XPE INF 120ML	EMS GEN	0	0
400001150	7,896E+12	SERTRALINA G.EMS 50MG 28CP(C1)	EMS GEN	0	0
400000844	7,896E+12	CLORTALIDONA G.EMS 12,5MG 60CP	EMS GEN	0	10.22
400000958	7,896E+12	FINASTERIDA G.EMS 1MG 30CP	EMS GEN	0	0
400001029	7,896E+12	LISINOPRIL G.EMS 10MG 30CP	EMS GEN	0	0
400002767	7,896E+12	FLATOL MAX 125MG10CA GEL DIMETICONA LEG.	LEGRAND SIM	0	0
400000807	7,896E+12	CELERGIN 2MG 20CP DEXCLOR+BETA EMS.	EMS SIM	0	0
400001083	7,896E+12	OMEPRAZOL G.EMS 40MG 07 CA	EMS GEN	0	0
400001851	7,896E+12	CAPTOPRIL G.GER 50MG 30CP	GERMED GEN	0	3.7
400002096	7,896E+12	VERAPAMIL G.GER 80MG 30CP	GERMED GEN	0	0
400002014	7,896E+12	OMEPRAZOL G.GER 40MG 07 CA	GERMED GEN	0	0
400002013	7,896E+12	OMEPRAZOL G.GER 20MG 28 CA	GERMED GEN	0	0
400001954	7,896E+12	FINASTERIDA G.GER 5MG 30CP	GERMED GEN	0	0
400002726	7,896E+12	DEXADERMIL CR 10G DEXAMETAZONA LEG.	LEGRAND SIM	0	0
400001127	7,896E+12	QUINOFORM 400MG14CP NORFLOXACINO EMS.(*)	EMS SIM	0	0
400001955	7,896E+12	FLUCONAZOL G.GER 150MG 01CP	GERMED GEN	0	0
400001956	7,896E+12	FLUCONAZOL G.GER 150MG 02 CA	GERMED GEN	0	0
400001012	7,896E+12	ITRACONAZOL G.EMS 100MG 4 CA	EMS GEN	0	3.98
400006192	7,896E+12	POLIMOXIL 250MG SUS 150ML AMOX LEG.(*)	LEGRAND SIM	0	0
400000855	7,896E+12	DERMATISAN CR 20G BETAM+ASSOC EMS.(*)	EMS SIM	0	0
400002019	7,896E+12	PANTOPRAZOL G.GER 20MG 14CP	GERMED GEN	0	0
400002020	7,896E+12	PANTOPRAZOL G.GER 20MG 28CP	GERMED GEN	0	4.05
400002022	7,896E+12	PANTOPRAZOL G.GER 40MG 14CP	GERMED GEN	0	0
400001996	7,896E+12	LOSARTANA G.GER 50MG 30CP	GERMED GEN	0	1.26
400002088	7,896E+12	TRAMADOL G.GER SOL 100MG 15ML(A2)	GERMED GEN	0	18.93
400001869	7,896E+12	CETOTIFENO G.GER XPE 120ML	GERMED GEN	0	0
400001163	7,896E+12	SIMETICONA+HOMATROPINA G.EMS 20ML	EMS GEN	0	8.52
400002065	7,896E+12	SIMETICONA+HOMATROPINA G.GER GTS 20ML	GERMED GEN	0	0
400002066	7,896E+12	SIMETICONA G.GER 125MG 10 CA	GERMED GEN	0	0
400001205	7,896E+12	TRIANCINOLONA+ASSOC G.EMS CR 30 G(*)	EMS GEN	0	6.64
400001206	7,896E+12	TRIANCINOLONA+ASSOC G.EMS POM 30G(*)	EMS GEN	0	0
400002089	7,896E+12	TRIANCINOLONA+ASSOC G.GER CR 30 G(*)	GERMED GEN	0	0
400001889	7,896E+12	CLORTALIDONA G.GER 50MG 30CP	GERMED GEN	0	0
400002091	7,896E+12	VAL.BETAMETASONA G.GER 1MG/ML CR 30 G	GERMED GEN	0	5.77
400001165	7,896E+12	SIMETICONA G.EMS 40MG 20CP	EMS GEN	0	0
400002067	7,896E+12	SIMETICONA G.GER 40MG 20CP	GERMED GEN	0	0
400001832	7,896E+12	ATENOLOL G.GER 25MG 30CP	GERMED GEN	0	1.47
400001833	7,896E+12	ATENOLOL G.GER 50MG 30CP	GERMED GEN	0	0
400001831	7,896E+12	ATENOLOL G.GER 100MG 30CP	GERMED GEN	0	0
400000745	7,896E+12	ATENOLOL+CLORTALIDONA G.EMS 100/25MG30CP	EMS GEN	0	4.5
400006193	7,896E+12	ATENOLOL+CLORTALIDONA G.EMS50/12,5MG30CP	EMS GEN	0	0
400001830	7,896E+12	ATENOLOL+CLORTALIDONA G.GER 100/25MG30CP	GERMED GEN	0	0
400002835	7,896E+12	ONCILEG POM 30G TRIANC+ASSOC LEG.(*)	LEGRAND SIM	0	8.85
400001044	7,896E+12	METFORMINA G.EMS 850MG 30CP	EMS GEN	0	0
400001042	7,896E+12	METFORMINA G.EMS 500MG 30CP	EMS GEN	0	0
400001041	7,896E+12	METFORMINA G.EMS 1G 30CP	EMS GEN	0	0
400002032	7,896E+12	PENTOXIFILINA G.GER 400MG 20CP	GERMED GEN	0	0
400001992	7,896E+12	LORAZEPAM G.GER 2MG 20CP(B1)	GERMED GEN	0	0
400001867	7,896E+12	CETOCONAZOL+BET+NEOM G.GER CR 30 G(*)	GERMED GEN	0	0
400002082	7,896E+12	TIOCONAZOL+TIN G.GER CR VAG 35G 7 APL	GERMED GEN	0	13.62
400002012	7,896E+12	OMEPRAZOL G.GER 20MG 14 CA	GERMED GEN	0	0
400001866	7,896E+12	CETOCONAZOL G.GER 200MG 10CP	GERMED GEN	0	0
400001821	7,896E+12	AMITRIPTILINA G.GER 75MG 20CP(C1)	GERMED GEN	0	0
400001966	7,896E+12	GENFIBROZILA G.GER 900MG 12CP	GERMED GEN	0	0
400001883	7,896E+12	CLOMIPRAMINA G.GER 25MG 20CP(C1)	GERMED GEN	0	17.95
400002056	7,896E+12	SERTRALINA G.GER 100MG 14CP(C1)	GERMED GEN	0	0
400001913	7,896E+12	DICLOFENACO RESINATO G.GER GTS 15MG 20ML	GERMED GEN	0	0
400001933	7,896E+12	ENALAPRIL G.GER 5MG 30CP	GERMED GEN	0	2.69
400001931	7,896E+12	ENALAPRIL G.GER 10MG 30CP	GERMED GEN	0	1.38
400001130	7,896E+12	RIFAMICINA G.EMS SPRAY 10MG/ML 20ML(*)	EMS GEN	0	14.69
400001813	7,896E+12	ALBENDAZOL G.GER 400MG 01CP	GERMED GEN	0	0
400000698	7,896E+12	ACEBROFILINA G.EMS 5MG/ML XPE INF 120ML	EMS GEN	0	0
400001805	7,896E+12	ACEBROFILINA G.GER 5MG/ML XPE INF 120ML	GERMED GEN	0	0
400001840	7,896E+12	BEZAFIBRATO G.GER 200MG 20CP	GERMED GEN	0	0
400006195	7,896E+12	BRONCOLEX 5MG/ML XPE INF 120ML ACEB LEG.	LEGRAND SIM	0	0
400006196	7,896E+12	BRONCOLEX 10MG/ML XPE AD 120ML ACEB LEG.	LEGRAND SIM	0	0
400001915	7,896E+12	DICLOFENACO SODICO G.GER 50MG 20CP	GERMED GEN	0	0
400001038	7,896E+12	MELOXICAM G.EMS 15MG 10CP	EMS GEN	0	2.81
400001914	7,896E+12	DICLOFENACO SODICO G.GER 100MG 10CP	GERMED GEN	0	0
400000695	7,896E+12	AC.ACETILSALICIL G.EMS 100MG 20X10CP	EMS GEN	0	0
400001990	7,896E+12	LORATADINA+PSEUDO G.GER XPE 60ML	GERMED GEN	0	0
400001945	7,896E+12	ESPIRONOLACTONA G.GER 50MG 30CP	GERMED GEN	0	11.13
400001958	7,896E+12	FLUOXETINA G.GER 20MG 28CA(C1)	GERMED GEN	0	0
400002070	7,896E+12	SINVASTATINA G.GER 40MG 30CP	GERMED GEN	0	0
400002068	7,896E+12	SINVASTATINA G.GER 10MG 30CP	GERMED GEN	0	0
400001968	7,896E+12	GLIMEPIRIDA G.GER 1MG 30CP	GERMED GEN	0	0
400001969	7,896E+12	GLIMEPIRIDA G.GER 2MG 30CP	GERMED GEN	0	0
400001970	7,896E+12	GLIMEPIRIDA G.GER 4MG 30CP	GERMED GEN	0	0
400000982	7,896E+12	GLIMEPIRIDA G.EMS 1MG 30CP	EMS GEN	0	4.28
400000983	7,896E+12	GLIMEPIRIDA G.EMS 2MG 30CP	EMS GEN	0	4.36
400001892	7,896E+12	CLOTRIMAZOL G.GER CR VAG 20G 3 APL	GERMED GEN	0	0
400001893	7,896E+12	CLOTRIMAZOL G.GER CR VAG 35G 6 APL	GERMED GEN	0	11.95
400000848	7,896E+12	CLOTRIMAZOL G.EMS CR VAG 35G 6 APL	EMS GEN	0	14.48
400000719	7,896E+12	AMILORIDA+HCT G.EMS 5/50MG 30CP	EMS GEN	0	9.68
400006198	7,896E+12	DICLOFENACO COLESTIRAMINA G.EMS 70MG14CA	EMS GEN	0	0
400006199	7,896E+12	DICLOFENACO COLESTIRAMINA G.EMS 70MG20CA	EMS GEN	0	0
400001911	7,896E+12	DICLOF COLESTIRAMINA G.GER 70MG 14 CA	GERMED GEN	0	0
400001910	7,896E+12	DICLOF COLESTIRAMINA G.GER 70MG 20 CA	GERMED GEN	0	0
400001960	7,896E+12	FLUOXETINA G.GER 20MG 30CP(C1)	GERMED GEN	0	4.05
400001900	7,896E+12	DESONIDA G.GER CR 30 G	GERMED GEN	0	9.08
400001057	7,896E+12	NAFAZOLINA G.EMS 0,5MG/ML GTS 30ML	EMS GEN	0	0
400002090	7,896E+12	TRIANCINOLONA G.GER POM ORABASE 10 G	GERMED GEN	0	3.12
400001882	7,896E+12	CLOBETASOL G.GER 0,5MG/G POM 30 G	GERMED GEN	0	5.25
400000836	7,896E+12	CLOBETASOL G.EMS 0,5MG/G POM 30 G	EMS GEN	0	0
400002847	7,896E+12	PEPSOGEL SUS 240ML HID ALUM+ASSOC LEG.	LEGRAND SIM	0	7.39
400006202	7,896E+12	ALERGALIV 1MG/ML XPE100ML LORAT. LEG.	LEGRAND SIM	0	4.47
400000857	7,896E+12	DERMOCORTE POM 30G CETO+BETA EMS.	EMS SIM	0	0
400000856	7,896E+12	DERMOCORTE CR 30G CETO+BETA EMS.	EMS SIM	0	0
400007713	7,896E+12	PARACETAMOL+COD G.GER 500/30MG 12CP (A2)	GERMED GEN	0	5.97
400001999	7,896E+12	METFORMINA G.GER 850MG 60CP	GERMED GEN	0	0
400001043	7,896E+12	METFORMINA G.EMS 500MG 60CP	EMS GEN	0	0
400001045	7,896E+12	METFORMINA G.EMS 850MG 60CP	EMS GEN	0	0
400001887	7,896E+12	CLONAZEPAM G.GER GTS 20ML(B1)	GERMED GEN	0	3.86
400001198	7,896E+12	TOPIRAMATO G.EMS 100MG 60CP(C1)	EMS GEN	0	37.69
400002085	7,896E+12	TOPIRAMATO G.GER 25MG 60CP(C1)	GERMED GEN	0	9.77
400002086	7,896E+12	TOPIRAMATO G.GER 50MG 60CP(C1)	GERMED GEN	0	17.87
400001987	7,896E+12	LEVOFLOXACINO G.GER 500MG 07CP(*)	GERMED GEN	0	0
400001988	7,896E+12	LEVOFLOXACINO G.GER 500MG 10CP(*)	GERMED GEN	0	0
400000694	7,896E+12	AC.ACETILSALICIL G.EMS 100MG 10X10CP	EMS GEN	0	0
400000970	7,896E+12	GABAPENTINA G.EMS 300MG 30CA(C1)	EMS GEN	0	15.58
400001962	7,896E+12	GABAPENTINA G.GER 300MG 30CA(C1)	GERMED GEN	0	12.23
400001963	7,896E+12	GABAPENTINA G.GER 400MG 30CA(C1)	GERMED GEN	0	0
400001810	7,896E+12	ACETILCISTEINA G.GER 600MG/5GGRAN 16ENV	GERMED GEN	0	12.61
400001809	7,896E+12	ACETILCISTEINA G.GER 40MG/ML XPE AD120ML	GERMED GEN	0	8.02
400001106	7,896E+12	PENTOXIFILINA G.EMS 400MG 30CP	EMS GEN	0	43.2
400002033	7,896E+12	PENTOXIFILINA G.GER 400MG 30CP	GERMED GEN	0	41.02
400002764	7,896E+12	FLAMADOR 50MG 24CA CETOPROFENO LEG.	LEGRAND SIM	0	7.15
400001088	7,896E+12	OXIMETAZOLINA G.EMS INF 0,25MG/ML 20ML	EMS GEN	0	5.01
400000878	7,896E+12	DICLOFENACO POTASSICO G.EMS 50MG 10CP	EMS GEN	0	5.99
400001991	7,896E+12	LORATADINA G.GER 1MG/ML XPE 100ML	GERMED GEN	0	0
400000774	7,896E+12	BROMAZEPAM G.EMS 6MG 30CP(B1)	EMS GEN	0	5.9
400002011	7,896E+12	OFLOXACINO G.GER SOL 5ML(*)	GERMED GEN	0	0
400001077	7,896E+12	OFLOXACINO G.EMS SOL 5ML(*)	EMS GEN	0	0
400001879	7,896E+12	CIPROFLOXACINO G.GER SOL OFT 5ML(*)	GERMED GEN	0	0
400002007	7,896E+12	NISTATINA G.GER SUS 50ML	GERMED GEN	0	0
400001076	7,896E+12	NORIDERM XAMP 100ML CETOCONAZOL EMS.	EMS SIM	0	0
400000744	7,896E+12	ANTIVIRAX 50MG CR 10GR ACICLOVIR MUL	MULTILAB SIM	0	6.62
400002858	7,896E+12	PRESSEL 10MG 30CP ENALAPRIL LEG.	LEGRAND SIM	0	0
400002859	7,896E+12	PRESSEL 20MG 30CP ENALAPRIL LEG.	LEGRAND SIM	0	0
400006208	7,896E+12	AMOX-EMS 250MG SUS 150ML AMOX. EMS.(*)	EMS SIM	0	0
400006209	7,896E+12	EMSGRIP LIMAO E MEL 50SC PARACET. EMS.	EMS SIM	0	0
400002844	7,896E+12	PARALGEN 750MG 20CP PARACETAMOL LEG.	LEGRAND SIM	0	0
400002794	7,896E+12	INFLALID GTS 15ML NIMESULIDA LEG.	LEGRAND SIM	0	0
400002845	7,896E+12	PARALGEN GTS 15ML PARACETAMOL LEG.	LEGRAND SIM	0	0
400000884	7,896E+12	DICLOFENACO SODICO G.EMS GEL 60 G	EMS GEN	0	0
400001838	7,896E+12	AZITROMICINA G.GER 1000MG 1CP(*)	GERMED GEN	0	11.94
400001890	7,896E+12	CLOTRIMAZOL+DEXAMETASONA G.GER CR 40 G	GERMED GEN	0	12.34
400002002	7,896E+12	MOMETASONA G.GER 1MG/G CR 20 G	GERMED GEN	0	7.91
400001053	7,896E+12	MOMETASONA G.EMS 1MG/G POM 20 G	EMS GEN	0	0
400001920	7,896E+12	DIPIRONA G.GER XPE 50MG/ML 100ML	GERMED GEN	0	4.97
400002793	7,896E+12	INFLALID 100MG 12CP NIMESULIDA LEG.	LEGRAND SIM	0	2.55
400000737	7,896E+12	AMPICILINA G.EMS 500MG 12CP(*)	EMS GEN	0	0
400000738	7,896E+12	AMPICILINA G.EMS 500MG 24CP(*)	EMS GEN	0	0
400002080	7,896E+12	TIMOLOL G.GER 0,5 % SOL 5ML	GERMED GEN	0	0
400001854	7,896E+12	CARBOCISTEINA G.GER 50MG/ML XPE AD 100ML	GERMED GEN	0	0
400000942	7,896E+12	ESPIRONOLACTONA G.EMS 100MG 16CP	EMS GEN	0	10.69
400001942	7,896E+12	ESPIRONOLACTONA G.GER 100MG 16CP	GERMED GEN	0	0
400001971	7,896E+12	HIDROCLOROTIAZIDA G.GER 25MG 30CP	GERMED GEN	0	1.28
400002030	7,896E+12	PARACETAMOL G.GER GTS 15ML	GERMED GEN	0	3.39
400001013	7,896E+12	ITRALEX 100MG 04CA ITRACONAZOL EMS.	EMS SIM	0	0
400001014	7,896E+12	ITRALEX 100MG 15CP ITRACONAZOL EMS.	EMS SIM	0	0
400001905	7,896E+12	DEXCLORFENIRAMINA+BETA G.GER XPE 120ML	GERMED GEN	0	0
400001843	7,896E+12	BROMAZEPAM G.GER 3MG 30CP(B1)	GERMED GEN	0	3.95
400002028	7,896E+12	PARACETAMOL G.GER BEBE 100MG 15ML	GERMED GEN	0	0
400001103	7,896E+12	PARACETAMOL G.EMS SUS BEBE 100MG 15ML	EMS GEN	0	10.54
400001099	7,896E+12	PARACETAMOL G.EMS 500MG 50X4CP	EMS GEN	0	0
400001839	7,896E+12	BETAMETASONA G.GER 1MG/ML ELX 120ML	GERMED GEN	0	0
400001847	7,896E+12	BROMOPRIDA G.GER 4MG/ML GTS 20ML	GERMED GEN	0	0
400001864	7,896E+12	CEFALEXINA G.GER 500MG 08CP(*)	GERMED GEN	0	0
400002850	7,896E+12	PONSDRIL 500MG 24CP MUL	MULTILAB SIM	0	7.69
400002077	7,896E+12	TERBINAFINA G.GER CR 20 G	GERMED GEN	0	12.64
400001819	7,896E+12	AMBROXOL G.GER 6MG/ML XPE AD 120ML	GERMED GEN	0	0
400002822	7,896E+12	MONOZOL 400MG 1CP ALBENDAZOL LEG.	LEGRAND SIM	0	0
400001815	7,896E+12	ALPRAZOLAM G.GER 0,25MG 30CP(B1)	GERMED GEN	0	3.35
400001817	7,896E+12	ALPRAZOLAM G.GER 1MG 30CP(B1)	GERMED GEN	0	3.4
400006212	7,896E+12	DERMOSTATIN POM 60G OX ZINCO+NIST. LEG.	LEGRAND SIM	0	0
400001023	7,896E+12	LEVOFLOXACINO G.EMS 500MG 03CP(*)	EMS GEN	0	0
400000990	7,896E+12	HIDROCORTISONA G.EMS 10MG/G POM 30 G	EMS GEN	0	15.29
400001823	7,896E+12	AMOXICILINA+CLAV G.GER 875MG 12CP(*)	GERMED GEN	0	0
400001822	7,896E+12	AMOXICILINA+CLAV G.GER 400MG SUS 70ML(*)	GERMED GEN	0	15.93
400001878	7,896E+12	CIPROFLOXACINO G.GER 500MG 14CP(*)	GERMED GEN	0	0
400000965	7,896E+12	FLUOXETINA G.EMS 10MG 28CA(C1)	EMS GEN	0	0
400001957	7,896E+12	FLUOXETINA G.GER 10MG 28CA(C1)	GERMED GEN	0	0
400001072	7,896E+12	NIMESULIDA G.EMS GEL DERM 30 G	EMS GEN	0	0
400002005	7,896E+12	NIMESULIDA G.GER GEL DERM 30 G	GERMED GEN	0	0
400002081	7,896E+12	TINIDAZOL G.GER 500MG 04CP	GERMED GEN	0	0
400001907	7,896E+12	DEXCLORFENIRAMINA G.GER CR 30 G	GERMED GEN	0	0
400000706	7,896E+12	ACIDO MEFENAMICO G.EMS 500MG 24CP	EMS GEN	0	9.91
400001812	7,896E+12	ACIDO MEFENAMICO G.GER 500MG 24CP	GERMED GEN	0	9.67
400001916	7,896E+12	DIP.BETAMETASONA+AC SALIC G.GER SOL 30ML	GERMED GEN	0	7.15
400001152	7,896E+12	SIBUTRAMINA G.EMS 10MG 30CA(B2)	EMS GEN	0	0
400002059	7,896E+12	SIBUTRAMINA G.GER 15MG 30CA(B2)	GERMED GEN	0	11.17
400001891	7,896E+12	CLOTRIMAZOL G.GER CR 20 G	GERMED GEN	0	5.15
400002053	7,896E+12	RISPERIDONA G.GER SOL 30ML(C1)	GERMED GEN	0	0
400001064	7,896E+12	NARIDRIN H SPRAY 60ML SORO NASAL EMS.	EMS SIM	0	0
400002772	7,896E+12	GLIANSOR 2MG 30CP GLIMEPIRIDA LEG.	LEGRAND SIM	0	0
400002773	7,896E+12	GLIANSOR 4MG 30CP GLIMEPIRIDA LEG.	LEGRAND SIM	0	0
400001845	7,896E+12	BROMEXINA G.GER 1,6MG/ML XPE AD 120ML	GERMED GEN	0	0
400001884	7,896E+12	CLONAZEPAM G.GER 2MG 20CP(B1)	GERMED GEN	0	0
400001904	7,896E+12	DEXAMETASONA G.GER CR 10 G	GERMED GEN	0	2.27
400002885	7,896E+12	TAVAGRAN 500MG 7CP LEVOFLOXACINO LEG.(*)	LEGRAND SIM	0	0
400001807	7,896E+12	ACECLOFENACO G.GER 100MG 24CP	GERMED GEN	0	0
400002026	7,896E+12	PARACETAMOL+PSEUDOEFERINA G.GER 24CP	GERMED GEN	0	0
400002709	7,896E+12	CLOPIDO-GRAN 75MG 28CP CLOPIDOGREL LEG.	LEGRAND SIM	0	0
400001026	7,896E+12	LIDOCAINA G.EMS POM 25 G	EMS GEN	0	7.1
400001989	7,896E+12	LIDOCAINA G.GER LARANJA POM 25 G	GERMED GEN	0	0
400000827	7,896E+12	CIPROFLOXACINO+DEXA G.EMS SOL OFT 5ML(*)	EMS GEN	0	0
400001877	7,896E+12	CIPROFLOXACINO+DEXA G.GER SOL OFT 5ML(*)	GERMED GEN	0	0
400002676	7,896E+12	CANDIGRAN 20MG/G CR 30G CETOC+BETA LEG.	LEGRAND SIM	0	0
400002642	7,896E+12	ACECLO-GRAN 100MG 12CP ACECLOFENACO LEG.	LEGRAND SIM	0	0
400000707	7,896E+12	ACIDO TRANEXAMICO G.EMS 250MG 12CP	EMS GEN	0	30.48
400001194	7,896E+12	TICLOPIDINA G.EMS 250MG 30CP	EMS GEN	0	0
400002079	7,896E+12	TICLOPIDINA G.GER 250MG 30CP	GERMED GEN	0	0
400001951	7,896E+12	FENOFIBRATO G.GER 200MG 30CP	GERMED GEN	0	0
400000954	7,896E+12	FENOFIBRATO G.EMS 200MG 30CP	EMS GEN	0	63.12
400002052	7,896E+12	RISEDRONATO G.GER 35MG 4CP	GERMED GEN	0	0
400001921	7,896E+12	DOMPERIDONA G.GER 10MG 30CP	GERMED GEN	0	3.33
